,ResponseId,Q1,Q2,Q3,Q4,AI Trust Score
1044,R_57L5ZsAPeHkCn5k,7,"$50,000 - $69,000",None,Yes,21
1045,R_2ixfDsvECYlBjwy,4,"$110,000 or more",4 or more,Yes,22
1046,R_5oLImLnc86rXeoS,2,"$10,000 - $29,000",3,No,20
1047,R_b1RQduc9n82xeQK,4,"$0 - $9,999",None,No,22
1048,R_8vuMIty827ZV02O,2,"$90,000 - $109,000",4 or more,Yes,22
1049,R_6Q0Cm8RZcwvZF4O,5,"$70,000 - $89,000",2,No,16
1050,R_2brMzO3eiL0AZwy,1,"$70,000 - $89,000",2,Yes,27
1051,R_2fSzkYs1TfEkBz8,4,"$50,000 - $69,000",4 or more,No,27
1052,R_7X4KxKXqF2FSnBA,2,"$30,000 - $49,000",3,No,26
1053,R_02iKLoF3quCk70W,7,"$10,000 - $29,000",2,Yes,21
1054,R_3WQFSiMfw82Hqf4,4,"$110,000 or more",3,No,29
1055,R_9TetnAjpk9YMeqO,4,"$110,000 or more",1,Yes,28
1056,R_9um4Z7V1cbSoIES,2,"$50,000 - $69,000",1,No,23
1057,R_2iCJeSkWD3Iffim,5,"$0 - $9,999",4 or more,No,26
1058,R_9RdSCg5tQcnOB7M,7,"$30,000 - $49,000",None,Yes,26
1059,R_37VjWBuRWKNemO2,4,"$50,000 - $69,000",3,Yes,29
1060,R_e9ei2HlXxwgfIma,5,"$70,000 - $89,000",None,No,25
1061,R_a3qLkOctEnKa4gS,1,"$110,000 or more",1,Yes,19
1062,R_beDMnfX17hHeSFM,2,"$10,000 - $29,000",4 or more,No,24
1063,R_2fZgQBZhrdTyRmK,7,"$30,000 - $49,000",2,Yes,27
1064,R_0MnjEiCu1mUMGOi,4,"$30,000 - $49,000",3,Yes,29
1065,R_6eQIMtOFWhYdq2W,3,"$0 - $9,999",None,No,20
1066,R_1FIxmIE1btrY6QS,6,"$30,000 - $49,000",4 or more,No,27
1067,R_8ensznGbc9GGR7w,6,"$10,000 - $29,000",3,No,27
1068,R_blNEZJyI8bfPxbM,5,"$90,000 - $109,000",None,Yes,20
1069,R_bwHmWmO8Zx5UhXo,2,"$50,000 - $69,000",1,Yes,21
1070,R_ekQauDJJ5zH4uc6,2,"$0 - $9,999",1,No,22
1071,R_25fbtpLrS9Y3Uge,1,"$50,000 - $69,000",None,Yes,23
1072,R_danHN41t18MunFY,3,"$0 - $9,999",None,No,25
1073,R_dm1SlQVbnrc73ka,4,"$90,000 - $109,000",3,No,19
1074,R_3KkTPDxGOyvWwPs,2,"$70,000 - $89,000",4 or more,Yes,22
1075,R_3UJdBTuZeIiiFM2,6,"$30,000 - $49,000",2,No,25
1076,R_0VZc9BHv5n9doVw,5,"$110,000 or more",4 or more,No,18
1077,R_9mF8tHUcrnQgoGG,6,"$70,000 - $89,000",2,Yes,25
1078,R_42Brh9sfKnc7UfI,1,"$110,000 or more",4 or more,No,27
1079,R_cUzdN5DWerQa8h8,1,"$90,000 - $109,000",1,No,17
1080,R_0fagDarYBdMFbbE,1,"$110,000 or more",3,Yes,27
1081,R_cDg8BuFVxy1qbH0,1,"$70,000 - $89,000",3,Yes,19
1082,R_0qse03KRlCxp782,2,"$30,000 - $49,000",1,Yes,21
1083,R_1LK87y8cRvKTBhs,1,"$110,000 or more",4 or more,No,25
1084,R_egv8rJH1MHqMb3M,3,"$110,000 or more",3,Yes,24
1085,R_aVs4h1EKxlOQS1w,5,"$0 - $9,999",1,No,21
1086,R_6QJTxTsd5hFNnCu,3,"$110,000 or more",1,Yes,24
1087,R_56IgNKN7RK2g3f8,1,"$50,000 - $69,000",3,Yes,31
1088,R_6XyUSp5pkFK40ho,2,"$90,000 - $109,000",3,Yes,29
1089,R_db6hThujCkwQ3Xw,7,"$90,000 - $109,000",1,Yes,24
