ResponseId,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1
R_5cLfc6OHzaYzbTM,17 or younger,"$30,000 - $49,000",4 or more,No,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly agree,200
R_1BKJUHvIDQ1sFlI,18-20,"$90,000 - $109,000",2,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,1660
R_diNmxfUNNRrigwm,17 or younger,"$0 - $9,999",3,No,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,220
R_5jLRZyvDLRgNb8y,50-59,"$10,000 - $29,000",3,Yes,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,760
R_1ENvYr9v0B0UlEO,30-39,"$30,000 - $49,000",2,No,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,800
R_d6DhS1DO1jis2Wy,50-59,"$90,000 - $109,000",1,No,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,1840
R_40ZcSjohZe5ECns,50-59,"$0 - $9,999",2,Yes,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,1220
R_2rQOawha8j3pK6y,30-39,"$0 - $9,999",2,No,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,1500
R_0jodO8igB865xm6,21-29,"$90,000 - $109,000",None,Yes,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,940
R_eakpOvYeQpOXqAe,30-39,"$90,000 - $109,000",1,Yes,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,220
R_4ZW4OzHqzkl4iQ6,18-20,"$50,000 - $69,000",4 or more,Yes,Strongly Disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,1200
R_9pfxlj7HbBZSaH4,50-59,"$50,000 - $69,000",4 or more,Yes,Somewhat disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Strongly agree,1660
R_6RqNozu7sRLvptk,17 or younger,"$30,000 - $49,000",3,No,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,980
R_8HSFaSQl0NuZ2oC,40-49,"$30,000 - $49,000",3,No,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,1340
R_dcHg8JEDqVQuOTc,60 or older,"$110,000 or more",None,Yes,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat agree,1900
R_2ogweABGKgB8jTE,40-49,"$110,000 or more",3,No,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,920
R_cFIkZvJpG3cwBXo,40-49,"$90,000 - $109,000",2,No,Strongly agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat agree,1160
R_8HUBpi0OIfgBrVA,18-20,"$10,000 - $29,000",2,No,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,1720
R_b7taMDSQniirxNI,17 or younger,"$50,000 - $69,000",None,No,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,20
R_0pmTOBxRYZAryTQ,40-49,"$50,000 - $69,000",None,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,1080
R_eb4hc14QAooAwei,50-59,"$70,000 - $89,000",None,Yes,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,1380
R_3pUrJD0e1BIsXga,17 or younger,"$110,000 or more",1,No,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,500
R_aabiqHbU044bUNM,30-39,"$110,000 or more",4 or more,No,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,140
R_elbX9SQwyCMEpmu,18-20,"$90,000 - $109,000",4 or more,No,Strongly Disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,1220
R_556l4nqmuD4dfro,18-20,"$110,000 or more",2,Yes,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,320
R_e8WUMESi6Z66hFk,21-29,"$0 - $9,999",1,No,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,1400
R_3XlFSGLwkONSzMa,18-20,"$90,000 - $109,000",3,Yes,Strongly Disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,1400
R_2iaB0OeWMsBXMYm,21-29,"$30,000 - $49,000",1,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,580
R_5dKwshXrEAZACgK,17 or younger,"$110,000 or more",1,No,Strongly Disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,0
R_8eq2tL9tXb3HBBk,18-20,"$70,000 - $89,000",4 or more,Yes,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,120
R_4U5Bwmk27Y3boN0,30-39,"$30,000 - $49,000",3,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,1040
R_1LCwX2IRJIQmUDQ,17 or younger,"$30,000 - $49,000",None,No,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly Disagree,1840
R_6WqJaMfDI1iBxTE,30-39,"$30,000 - $49,000",None,No,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,1300
R_d6TbDFPhG52nCRw,21-29,"$110,000 or more",3,Yes,Strongly agree,Strongly agree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,1760
R_0jH2PRziflLqMOW,40-49,"$90,000 - $109,000",None,No,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,2000
R_9QU2e8GE7G5fnng,50-59,"$10,000 - $29,000",2,No,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,220
R_efHmuqrf51FLe5M,40-49,"$50,000 - $69,000",4 or more,No,Somewhat agree,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat agree,1660
R_bemHJLKHtX2hSqW,30-39,"$0 - $9,999",4 or more,No,Somewhat agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,1440
R_bswPArlR4A7iotg,17 or younger,"$50,000 - $69,000",2,Yes,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,540
R_5d4t8JB752D07Gu,21-29,"$10,000 - $29,000",1,Yes,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,980
R_25nwPih1RcVp8hg,40-49,"$0 - $9,999",None,Yes,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,1680
R_egM3KHWv1mS95d4,60 or older,"$90,000 - $109,000",2,Yes,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,700
R_3lYNhXRz1PM7z6K,21-29,"$10,000 - $29,000",None,Yes,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,20
R_bwTyCVl8kCBQ6yi,21-29,"$70,000 - $89,000",4 or more,Yes,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,1440
R_6GwPJWmSSgLLPeK,30-39,"$110,000 or more",3,No,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,2000
R_24vxG2X57CkoVPo,40-49,"$90,000 - $109,000",2,Yes,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,1040
R_3wMo6ynxaXGq6IC,60 or older,"$30,000 - $49,000",4 or more,Yes,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,1960
R_3fmLuiTrCkXm7fo,18-20,"$110,000 or more",1,Yes,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat disagree,240
R_41vnEdFsWFaexpQ,17 or younger,"$50,000 - $69,000",3,Yes,Somewhat disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,280
R_6KK7TdXyjtaoys6,30-39,"$10,000 - $29,000",None,Yes,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly agree,1140
R_3Rj2Wrfgq4n97FA,60 or older,"$50,000 - $69,000",1,Yes,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,720
R_bDWT5Cufjf45tXw,50-59,"$10,000 - $29,000",None,Yes,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,1000
R_0D36sn2HPWdPKuy,60 or older,"$50,000 - $69,000",2,Yes,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,1380
R_6LjMhJGekNHxRVI,40-49,"$10,000 - $29,000",3,No,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,980
R_3OD3EtQdjRXcNDM,50-59,"$30,000 - $49,000",2,No,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat agree,1120
R_7UlLrGn6rDtFHKu,17 or younger,"$70,000 - $89,000",4 or more,Yes,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,880
R_5zI5C1ikPxr9rEO,30-39,"$30,000 - $49,000",2,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,1060
R_0VTrcUIwjqvFc46,21-29,"$50,000 - $69,000",4 or more,No,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,1520
R_aVP3gsS45Jkk0p8,30-39,"$90,000 - $109,000",4 or more,No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,1500
R_8AJa15OXnKL9OL4,40-49,"$90,000 - $109,000",None,No,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat agree,900
R_6DqV2VePwFZPD0y,21-29,"$0 - $9,999",3,No,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,1160
R_d9UNrOOcphnFYFM,21-29,"$70,000 - $89,000",2,No,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,1240
R_9BupewQZBpRpN5Q,50-59,"$10,000 - $29,000",1,Yes,Strongly Disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat agree,320
R_bOZVTzcXdEtu2I6,17 or younger,"$70,000 - $89,000",4 or more,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,780
R_3b1r9WePokfDjOS,50-59,"$90,000 - $109,000",3,No,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,1980
R_d7sLon0WKQH5pe6,18-20,"$70,000 - $89,000",1,No,Somewhat agree,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,480
R_9tMVhMyUtvwXDG6,21-29,"$70,000 - $89,000",3,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,1580
R_d1mGHVPYpMbylWm,18-20,"$50,000 - $69,000",None,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,840
R_cPhNuXeqTIB9awC,30-39,"$10,000 - $29,000",4 or more,Yes,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,1920
R_6hsnFDqJ4elFJsi,60 or older,"$90,000 - $109,000",2,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,1280
R_6YENNLHguZ693Cu,18-20,"$90,000 - $109,000",4 or more,Yes,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,1780
R_cIMMEhIKLlDcnZ4,40-49,"$70,000 - $89,000",2,Yes,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,800
R_78qTyZd3YjY7gea,50-59,"$50,000 - $69,000",2,Yes,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,2000
R_9WR2kijaMXBZxQO,30-39,"$30,000 - $49,000",2,Yes,Strongly agree,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat disagree,1860
R_b7P4O1Lm355G8JM,18-20,"$10,000 - $29,000",2,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,1220
R_56kE1JOnZnuCvCm,40-49,"$110,000 or more",None,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,240
R_1NRSIE6v7wBB73o,17 or younger,"$110,000 or more",4 or more,Yes,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,1200
R_6RawQDbKj9fh59c,17 or younger,"$30,000 - $49,000",2,No,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,1460
R_d6XniDlZGCG3qWq,21-29,"$30,000 - $49,000",2,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat agree,1980
R_72QRMMeXR9bhAoK,21-29,"$70,000 - $89,000",1,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,1500
R_8uffzqE8liZh0Bo,21-29,"$70,000 - $89,000",1,Yes,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,20
R_9LALt0CvEfHy6oK,60 or older,"$70,000 - $89,000",2,Yes,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,1860
R_2gxLSwGkJRqOvps,30-39,"$110,000 or more",4 or more,Yes,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Disagree,980
R_832fwWx35y2iLr0,60 or older,"$70,000 - $89,000",2,No,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,1960
R_0vmErYInhzoSqUK,60 or older,"$110,000 or more",1,Yes,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,40
R_3POW1EZW5wQWERM,21-29,"$110,000 or more",4 or more,Yes,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat disagree,1280
R_7UTSISZFqY0XodE,40-49,"$0 - $9,999",None,Yes,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Strongly agree,800
R_bJCb9Kdubz1LYmq,21-29,"$10,000 - $29,000",2,Yes,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,1760
R_eQzTsjb6vMtxFtA,30-39,"$0 - $9,999",4 or more,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,1260
R_0HQUv2ZDEqzNJrM,40-49,"$10,000 - $29,000",None,No,Somewhat disagree,Somewhat agree,Strongly Disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly Disagree,120
R_6m0RbcHSR3NFeHc,21-29,"$110,000 or more",2,No,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,1560
R_b2YDKSxgPj0aNmK,50-59,"$10,000 - $29,000",None,No,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,1000
R_6Jf6b8EIlFVf9ky,18-20,"$110,000 or more",3,No,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,1960
R_3HO7STwK5Z0FaV8,50-59,"$0 - $9,999",2,Yes,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat agree,520
R_ahZSZhp0sIRuDMW,21-29,"$110,000 or more",None,Yes,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,1640
R_1zit8DkEjJH0vRQ,60 or older,"$70,000 - $89,000",4 or more,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,1320
R_9v1fNoPwV2tQTdA,50-59,"$70,000 - $89,000",3,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,1000
R_0jo0XtiyBXjJgqy,40-49,"$110,000 or more",4 or more,Yes,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,1840
R_73eoCml6cLltUsC,21-29,"$50,000 - $69,000",1,No,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,20
R_3ZP2aqJhzS22OZU,17 or younger,"$90,000 - $109,000",None,No,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,180
R_a4PzWJMAXC0XN5Q,60 or older,"$30,000 - $49,000",2,No,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,1240
R_02IrP6jUwyglT9Q,60 or older,"$10,000 - $29,000",4 or more,Yes,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,520
R_b8BrsSCjStvGYia,18-20,"$10,000 - $29,000",4 or more,Yes,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,1860
R_5A0Ef3wdUl5m6fs,21-29,"$0 - $9,999",4 or more,Yes,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,1460
R_8tR1riOHGZBgmZ8,18-20,"$110,000 or more",2,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,1140
R_1SmQfs0tMLzIAm2,30-39,"$50,000 - $69,000",3,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,1800
R_2n6vyTMfkc0A7hY,30-39,"$50,000 - $69,000",3,Yes,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,1800
R_8q2wR02aTHqefiK,18-20,"$90,000 - $109,000",2,Yes,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,280
R_2fnVg7cwiAmqrP0,18-20,"$50,000 - $69,000",4 or more,No,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,420
R_agfSiC3usRMQ5Dg,21-29,"$50,000 - $69,000",3,Yes,Strongly Disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,940
R_bvzUqBkCGm8nHSe,50-59,"$70,000 - $89,000",2,Yes,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,2000
R_3PolYG3b9RCeet8,50-59,"$30,000 - $49,000",1,Yes,Strongly Disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly Disagree,1380
R_a2C7YOrzmbIc5tY,18-20,"$70,000 - $89,000",3,Yes,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,360
R_emTzJXpb3hCtjim,40-49,"$70,000 - $89,000",None,Yes,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,320
R_a4v0xMPLjYdUqh0,18-20,"$110,000 or more",2,Yes,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,360
R_1RAxu0zoWDjltYO,17 or younger,"$70,000 - $89,000",3,No,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,1780
R_4NKwkzhVh9B9iTk,18-20,"$10,000 - $29,000",None,No,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Strongly Disagree,640
R_3yHt0UgirLbt2Um,21-29,"$10,000 - $29,000",None,Yes,Strongly Disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,1480
R_50ftk9BGS74pbxk,50-59,"$0 - $9,999",1,Yes,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,200
R_4SoRqSqRB2svlA2,60 or older,"$70,000 - $89,000",3,Yes,Strongly agree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,1520
R_ablqKoU9v27Znim,40-49,"$110,000 or more",4 or more,Yes,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,840
R_8q6MdhKW7ProS0K,40-49,"$0 - $9,999",1,Yes,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Strongly agree,1740
R_0f8ZPGt7s8AHaZ0,21-29,"$90,000 - $109,000",1,Yes,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Disagree,1220
R_a5GdSmdgJMo2PbM,17 or younger,"$70,000 - $89,000",4 or more,No,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,1720
