StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12
2023-11-22 13:02:09,2023-11-22 13:02:09,Survey Test,*******,100,0,True,2023-11-22 13:02:09,R_3HI8JIpymGqig7k,*******,*******,*******,*******,*******,*******,test,,40-49,"$10,000 - $29,000",2,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree
2023-11-22 13:02:09,2023-11-22 13:02:09,Survey Test,*******,100,0,True,2023-11-22 13:02:09,R_0HfJddqnmTM5F30,*******,*******,*******,*******,*******,*******,test,,40-49,"$30,000 - $49,000",3,No,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly agree
2023-11-22 13:02:09,2023-11-22 13:02:09,Survey Test,*******,100,0,True,2023-11-22 13:02:10,R_3fJPVwDeoZ0oVwi,*******,*******,*******,*******,*******,*******,test,,21-29,"$90,000 - $109,000",4 or more,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree
2023-11-22 13:02:10,2023-11-22 13:02:10,Survey Test,*******,100,0,True,2023-11-22 13:02:10,R_emO7rcX1dnfwXj0,*******,*******,*******,*******,*******,*******,test,,21-29,"$90,000 - $109,000",2,No,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly Disagree
2023-11-22 13:02:10,2023-11-22 13:02:10,Survey Test,*******,100,0,True,2023-11-22 13:02:10,R_cU3xyfCFhYYDR78,*******,*******,*******,*******,*******,*******,test,,21-29,"$90,000 - $109,000",4 or more,No,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree
2023-11-22 13:02:10,2023-11-22 13:02:10,Survey Test,*******,100,0,True,2023-11-22 13:02:10,R_aY6bGjGDFTROREO,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$0 - $9,999",2,No,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat disagree
2023-11-22 13:02:10,2023-11-22 13:02:10,Survey Test,*******,100,0,True,2023-11-22 13:02:10,R_09vUenGr0GuNrdI,*******,*******,*******,*******,*******,*******,test,,40-49,"$50,000 - $69,000",3,No,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly agree
2023-11-22 13:02:11,2023-11-22 13:02:11,Survey Test,*******,100,0,True,2023-11-22 13:02:11,R_4Mmr60PBjrEJh0q,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$10,000 - $29,000",4 or more,No,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly agree
2023-11-22 13:02:11,2023-11-22 13:02:11,Survey Test,*******,100,0,True,2023-11-22 13:02:11,R_2gdi64uSUWlmqay,*******,*******,*******,*******,*******,*******,test,,50-59,"$90,000 - $109,000",3,No,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
2023-11-22 13:02:11,2023-11-22 13:02:11,Survey Test,*******,100,0,True,2023-11-22 13:02:11,R_0qxkwjk7pMr754i,*******,*******,*******,*******,*******,*******,test,,21-29,"$10,000 - $29,000",2,No,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree
2023-11-22 13:02:11,2023-11-22 13:02:11,Survey Test,*******,100,0,True,2023-11-22 13:02:11,R_8IlJvHTNzJqxeN8,*******,*******,*******,*******,*******,*******,test,,21-29,"$110,000 or more",3,Yes,Somewhat disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
2023-11-22 13:02:12,2023-11-22 13:02:12,Survey Test,*******,100,0,True,2023-11-22 13:02:12,R_9miz8HiSMHQL9fE,*******,*******,*******,*******,*******,*******,test,,18-20,"$30,000 - $49,000",2,Yes,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree
2023-11-22 13:02:12,2023-11-22 13:02:12,Survey Test,*******,100,0,True,2023-11-22 13:02:12,R_2332ARPIaWiM4e2,*******,*******,*******,*******,*******,*******,test,,50-59,"$110,000 or more",2,Yes,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree
2023-11-22 13:02:12,2023-11-22 13:02:12,Survey Test,*******,100,0,True,2023-11-22 13:02:12,R_0DIsQKjqTt5owSi,*******,*******,*******,*******,*******,*******,test,,30-39,"$10,000 - $29,000",2,Yes,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree
2023-11-22 13:02:12,2023-11-22 13:02:12,Survey Test,*******,100,0,True,2023-11-22 13:02:12,R_bwNPVIB9gDFK8Hc,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$10,000 - $29,000",None,Yes,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree
2023-11-22 13:02:12,2023-11-22 13:02:12,Survey Test,*******,100,0,True,2023-11-22 13:02:12,R_6PDs044z5j0yLCm,*******,*******,*******,*******,*******,*******,test,,50-59,"$0 - $9,999",3,No,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-11-22 13:02:13,2023-11-22 13:02:13,Survey Test,*******,100,0,True,2023-11-22 13:02:13,R_73f2hozf8gifALY,*******,*******,*******,*******,*******,*******,test,,21-29,"$10,000 - $29,000",2,Yes,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree
2023-11-22 13:02:13,2023-11-22 13:02:13,Survey Test,*******,100,0,True,2023-11-22 13:02:13,R_6xtCkTbDc7pD6pU,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$110,000 or more",1,Yes,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree
2023-11-22 13:02:13,2023-11-22 13:02:13,Survey Test,*******,100,0,True,2023-11-22 13:02:13,R_2tUpE1AvsOc1MUe,*******,*******,*******,*******,*******,*******,test,,60 or older,"$90,000 - $109,000",4 or more,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree
2023-11-22 13:02:13,2023-11-22 13:02:13,Survey Test,*******,100,0,True,2023-11-22 13:02:13,R_e2nhlHOnbiWu2nc,*******,*******,*******,*******,*******,*******,test,,21-29,"$30,000 - $49,000",3,No,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
2023-11-22 13:02:13,2023-11-22 13:02:13,Survey Test,*******,100,0,True,2023-11-22 13:02:14,R_4UyJm1Fqlw8rrgy,*******,*******,*******,*******,*******,*******,test,,21-29,"$90,000 - $109,000",1,Yes,Somewhat agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
2023-11-22 13:02:14,2023-11-22 13:02:14,Survey Test,*******,100,0,True,2023-11-22 13:02:14,R_823ixws2dsnzFUa,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$90,000 - $109,000",None,No,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree
2023-11-22 13:02:14,2023-11-22 13:02:14,Survey Test,*******,100,0,True,2023-11-22 13:02:14,R_eqSBJCo314sz9X0,*******,*******,*******,*******,*******,*******,test,,30-39,"$90,000 - $109,000",None,Yes,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree
2023-11-22 13:02:14,2023-11-22 13:02:14,Survey Test,*******,100,0,True,2023-11-22 13:02:14,R_eRrs6tSXuOQl2oC,*******,*******,*******,*******,*******,*******,test,,50-59,"$70,000 - $89,000",1,Yes,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly agree
2023-11-22 13:02:14,2023-11-22 13:02:14,Survey Test,*******,100,0,True,2023-11-22 13:02:14,R_bxfhlerta5gFlRk,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$70,000 - $89,000",2,No,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Strongly agree
2023-11-22 13:02:15,2023-11-22 13:02:15,Survey Test,*******,100,0,True,2023-11-22 13:02:15,R_08H3fFwVJICDXVQ,*******,*******,*******,*******,*******,*******,test,,40-49,"$30,000 - $49,000",3,No,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree
2023-11-22 13:02:15,2023-11-22 13:02:15,Survey Test,*******,100,0,True,2023-11-22 13:02:15,R_0iZr0uukt2avNEW,*******,*******,*******,*******,*******,*******,test,,18-20,"$50,000 - $69,000",None,Yes,Somewhat agree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
2023-11-22 13:02:15,2023-11-22 13:02:15,Survey Test,*******,100,0,True,2023-11-22 13:02:15,R_enYJFUN1EiU1TAa,*******,*******,*******,*******,*******,*******,test,,21-29,"$90,000 - $109,000",2,Yes,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2023-11-22 13:02:16,2023-11-22 13:02:16,Survey Test,*******,100,0,True,2023-11-22 13:02:16,R_3VE1qVLCiJkGZr8,*******,*******,*******,*******,*******,*******,test,,30-39,"$0 - $9,999",2,No,Somewhat agree,Strongly Disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree
2023-11-22 13:02:16,2023-11-22 13:02:16,Survey Test,*******,100,0,True,2023-11-22 13:02:16,R_eOF174kS936ugAe,*******,*******,*******,*******,*******,*******,test,,30-39,"$70,000 - $89,000",4 or more,No,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree
2023-11-22 13:02:16,2023-11-22 13:02:16,Survey Test,*******,100,0,True,2023-11-22 13:02:16,R_en9T8DOWPc9gHT8,*******,*******,*******,*******,*******,*******,test,,60 or older,"$110,000 or more",2,Yes,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
2023-11-22 13:02:17,2023-11-22 13:02:17,Survey Test,*******,100,0,True,2023-11-22 13:02:17,R_6sRqqe9RuitOlgy,*******,*******,*******,*******,*******,*******,test,,21-29,"$30,000 - $49,000",2,No,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree
2023-11-22 13:02:17,2023-11-22 13:02:17,Survey Test,*******,100,0,True,2023-11-22 13:02:17,R_4OOWPj7p6JsfG06,*******,*******,*******,*******,*******,*******,test,,50-59,"$70,000 - $89,000",None,No,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly agree
2023-11-22 13:02:17,2023-11-22 13:02:17,Survey Test,*******,100,0,True,2023-11-22 13:02:17,R_37WZUkdNlDW2rmC,*******,*******,*******,*******,*******,*******,test,,21-29,"$30,000 - $49,000",None,Yes,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
2023-11-22 13:02:17,2023-11-22 13:02:17,Survey Test,*******,100,0,True,2023-11-22 13:02:17,R_785QeXN74me5y5w,*******,*******,*******,*******,*******,*******,test,,40-49,"$0 - $9,999",4 or more,Yes,Strongly Disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree
2023-11-22 13:02:17,2023-11-22 13:02:17,Survey Test,*******,100,0,True,2023-11-22 13:02:17,R_dj2SZ6ZBBXPLDj8,*******,*******,*******,*******,*******,*******,test,,60 or older,"$110,000 or more",4 or more,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree
2023-11-22 13:02:18,2023-11-22 13:02:18,Survey Test,*******,100,0,True,2023-11-22 13:02:18,R_55VAVGVM7IbpFTU,*******,*******,*******,*******,*******,*******,test,,60 or older,"$70,000 - $89,000",4 or more,Yes,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree
2023-11-22 13:02:18,2023-11-22 13:02:18,Survey Test,*******,100,0,True,2023-11-22 13:02:18,R_3RbgUDGEDmk1kV0,*******,*******,*******,*******,*******,*******,test,,40-49,"$50,000 - $69,000",1,No,Strongly agree,Strongly agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree
2023-11-22 13:02:18,2023-11-22 13:02:18,Survey Test,*******,100,0,True,2023-11-22 13:02:18,R_8vTfCjhcEt6Ow2G,*******,*******,*******,*******,*******,*******,test,,21-29,"$70,000 - $89,000",4 or more,No,Strongly Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
2023-11-22 13:02:18,2023-11-22 13:02:18,Survey Test,*******,100,0,True,2023-11-22 13:02:18,R_8IYcr8G8OwD3scC,*******,*******,*******,*******,*******,*******,test,,50-59,"$0 - $9,999",None,Yes,Strongly Disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Somewhat disagree
2023-11-22 13:02:19,2023-11-22 13:02:19,Survey Test,*******,100,0,True,2023-11-22 13:02:19,R_2tW3jRykRk7DKDQ,*******,*******,*******,*******,*******,*******,test,,18-20,"$110,000 or more",4 or more,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree
2023-11-22 13:02:19,2023-11-22 13:02:19,Survey Test,*******,100,0,True,2023-11-22 13:02:19,R_24EiLsMNBW8gnqK,*******,*******,*******,*******,*******,*******,test,,30-39,"$70,000 - $89,000",None,Yes,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree
2023-11-22 13:02:19,2023-11-22 13:02:19,Survey Test,*******,100,0,True,2023-11-22 13:02:19,R_9oCugvmtmYqkTsO,*******,*******,*******,*******,*******,*******,test,,50-59,"$0 - $9,999",3,Yes,Somewhat agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly agree
2023-11-22 13:02:19,2023-11-22 13:02:19,Survey Test,*******,100,0,True,2023-11-22 13:02:19,R_3BD9uvyFFor9hJ4,*******,*******,*******,*******,*******,*******,test,,30-39,"$70,000 - $89,000",2,Yes,Strongly agree,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
2023-11-22 13:02:19,2023-11-22 13:02:19,Survey Test,*******,100,0,True,2023-11-22 13:02:19,R_5zQpjwom1ipyClE,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$30,000 - $49,000",1,No,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree
2023-11-22 13:02:20,2023-11-22 13:02:20,Survey Test,*******,100,0,True,2023-11-22 13:02:20,R_0oaRoRzEfd77SFU,*******,*******,*******,*******,*******,*******,test,,50-59,"$70,000 - $89,000",2,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree
2023-11-22 13:02:20,2023-11-22 13:02:20,Survey Test,*******,100,0,True,2023-11-22 13:02:20,R_3rTK7Ik57L1oW7c,*******,*******,*******,*******,*******,*******,test,,21-29,"$90,000 - $109,000",1,Yes,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat agree
2023-11-22 13:02:20,2023-11-22 13:02:20,Survey Test,*******,100,0,True,2023-11-22 13:02:20,R_bQ6ORSSn92Pz0nI,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$0 - $9,999",3,No,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree
2023-11-22 13:02:20,2023-11-22 13:02:20,Survey Test,*******,100,0,True,2023-11-22 13:02:20,R_aafH3jgXFAXz9hY,*******,*******,*******,*******,*******,*******,test,,60 or older,"$70,000 - $89,000",3,Yes,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree
2023-11-22 13:02:21,2023-11-22 13:02:21,Survey Test,*******,100,0,True,2023-11-22 13:02:21,R_8Cy3tjXFvSuxgMu,*******,*******,*******,*******,*******,*******,test,,30-39,"$0 - $9,999",1,Yes,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat disagree
2023-11-22 13:02:21,2023-11-22 13:02:21,Survey Test,*******,100,0,True,2023-11-22 13:02:21,R_88lA2RB2EBQ1nGS,*******,*******,*******,*******,*******,*******,test,,50-59,"$10,000 - $29,000",2,Yes,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree
2023-11-22 13:02:21,2023-11-22 13:02:21,Survey Test,*******,100,0,True,2023-11-22 13:02:21,R_cGC2fxWanyf8qnI,*******,*******,*******,*******,*******,*******,test,,18-20,"$0 - $9,999",3,Yes,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree
2023-11-22 13:02:21,2023-11-22 13:02:21,Survey Test,*******,100,0,True,2023-11-22 13:02:21,R_4IMa56JYzMKqYrc,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$90,000 - $109,000",2,Yes,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly agree
2023-11-22 13:02:21,2023-11-22 13:02:21,Survey Test,*******,100,0,True,2023-11-22 13:02:21,R_82GUUiFW1X4A7hs,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$50,000 - $69,000",None,No,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
2023-11-22 13:02:22,2023-11-22 13:02:22,Survey Test,*******,100,0,True,2023-11-22 13:02:22,R_bDHi2Igg1ye02H4,*******,*******,*******,*******,*******,*******,test,,60 or older,"$10,000 - $29,000",3,Yes,Somewhat agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree
2023-11-22 13:02:22,2023-11-22 13:02:22,Survey Test,*******,100,0,True,2023-11-22 13:02:22,R_cDgR2TmF4jxehhQ,*******,*******,*******,*******,*******,*******,test,,60 or older,"$70,000 - $89,000",3,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree
2023-11-22 13:02:22,2023-11-22 13:02:22,Survey Test,*******,100,0,True,2023-11-22 13:02:22,R_5vT2q0hXTyPhvBY,*******,*******,*******,*******,*******,*******,test,,50-59,"$0 - $9,999",2,Yes,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly Disagree
2023-11-22 13:02:22,2023-11-22 13:02:22,Survey Test,*******,100,0,True,2023-11-22 13:02:22,R_begReh2ZQXWTHng,*******,*******,*******,*******,*******,*******,test,,30-39,"$10,000 - $29,000",3,No,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree
2023-11-22 13:02:22,2023-11-22 13:02:22,Survey Test,*******,100,0,True,2023-11-22 13:02:22,R_3s1fyRt6Ig3Wa7s,*******,*******,*******,*******,*******,*******,test,,18-20,"$10,000 - $29,000",3,Yes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree
2023-11-22 13:02:23,2023-11-22 13:02:23,Survey Test,*******,100,0,True,2023-11-22 13:02:23,R_5gWksLW7JTL5WMC,*******,*******,*******,*******,*******,*******,test,,18-20,"$0 - $9,999",1,No,Somewhat disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree
2023-11-22 13:02:23,2023-11-22 13:02:23,Survey Test,*******,100,0,True,2023-11-22 13:02:23,R_b15wCRlyP9sx5ki,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$90,000 - $109,000",3,No,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly Disagree
2023-11-22 13:02:23,2023-11-22 13:02:23,Survey Test,*******,100,0,True,2023-11-22 13:02:23,R_etCvDL2YQmvhR3w,*******,*******,*******,*******,*******,*******,test,,30-39,"$10,000 - $29,000",4 or more,Yes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree
2023-11-22 13:02:23,2023-11-22 13:02:23,Survey Test,*******,100,0,True,2023-11-22 13:02:23,R_71HS4rXhTuetfYq,*******,*******,*******,*******,*******,*******,test,,40-49,"$90,000 - $109,000",2,Yes,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree
2023-11-22 13:02:23,2023-11-22 13:02:23,Survey Test,*******,100,0,True,2023-11-22 13:02:23,R_cBHH6G2gA4cON7M,*******,*******,*******,*******,*******,*******,test,,60 or older,"$90,000 - $109,000",None,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree
2023-11-22 13:02:24,2023-11-22 13:02:24,Survey Test,*******,100,0,True,2023-11-22 13:02:24,R_dg9ej3y3oUhVfOS,*******,*******,*******,*******,*******,*******,test,,50-59,"$30,000 - $49,000",2,Yes,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree
2023-11-22 13:02:24,2023-11-22 13:02:24,Survey Test,*******,100,0,True,2023-11-22 13:02:24,R_73w3u9DRigw8cGW,*******,*******,*******,*******,*******,*******,test,,21-29,"$10,000 - $29,000",1,Yes,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree
2023-11-22 13:02:24,2023-11-22 13:02:24,Survey Test,*******,100,0,True,2023-11-22 13:02:24,R_40mNKsqpEE4fprw,*******,*******,*******,*******,*******,*******,test,,18-20,"$110,000 or more",1,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat agree
2023-11-22 13:02:24,2023-11-22 13:02:24,Survey Test,*******,100,0,True,2023-11-22 13:02:24,R_1X3nHwzLEhl132C,*******,*******,*******,*******,*******,*******,test,,40-49,"$30,000 - $49,000",3,Yes,Strongly Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree
2023-11-22 13:02:24,2023-11-22 13:02:24,Survey Test,*******,100,0,True,2023-11-22 13:02:25,R_bBdvLCgp9r0Y7fo,*******,*******,*******,*******,*******,*******,test,,18-20,"$110,000 or more",1,No,Strongly Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat agree
2023-11-22 13:02:25,2023-11-22 13:02:25,Survey Test,*******,100,0,True,2023-11-22 13:02:25,R_bEMBlDiDGwAzJiu,*******,*******,*******,*******,*******,*******,test,,50-59,"$90,000 - $109,000",3,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat disagree
2023-11-22 13:02:25,2023-11-22 13:02:25,Survey Test,*******,100,0,True,2023-11-22 13:02:25,R_3n4LpC09t9OL18q,*******,*******,*******,*******,*******,*******,test,,40-49,"$0 - $9,999",2,No,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree
2023-11-22 13:02:25,2023-11-22 13:02:25,Survey Test,*******,100,0,True,2023-11-22 13:02:25,R_abYyW7KXtdRsDBQ,*******,*******,*******,*******,*******,*******,test,,21-29,"$10,000 - $29,000",4 or more,Yes,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly Disagree,Neither agree nor disagree
2023-11-22 13:02:25,2023-11-22 13:02:25,Survey Test,*******,100,0,True,2023-11-22 13:02:25,R_7Q9kuLZmpUci4wm,*******,*******,*******,*******,*******,*******,test,,40-49,"$0 - $9,999",1,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree
2023-11-22 13:02:25,2023-11-22 13:02:25,Survey Test,*******,100,0,True,2023-11-22 13:02:25,R_b336mTZ95lvih6u,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$90,000 - $109,000",2,No,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree
2023-11-22 13:02:26,2023-11-22 13:02:26,Survey Test,*******,100,0,True,2023-11-22 13:02:26,R_cOu6VfUW5YgQRdY,*******,*******,*******,*******,*******,*******,test,,30-39,"$110,000 or more",3,No,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly Disagree
